,correct,predicted
888,34990,40422.806335168294
889,11580,13147.484875491362
890,9600,10178.765953954406
891,13450,19742.18425434966
892,11450,12404.69306003729
893,5999,3314.459037602731
894,6890,4677.85247600061
895,8989,6655.8396744167085
896,5850,885.4476839898955
897,13090,12798.188813259121
898,17499,21863.667724892155
899,22862,21823.36905827505
900,12500,21905.177777432662
901,6500,5275.688004226753
902,10980,7310.091621206542
903,6990,7199.388054173071
904,15900,18705.201528321093
905,3500,-1118.386839146714
906,6800,5941.574304287908
907,7000,9819.204239510946
908,7870,137.1254443321825
909,18450,19532.13052006233
910,2950,-10858.790076924774
911,159890,112683.6030845059
912,11300,14037.52961589829
913,11480,12825.381500502408
914,27480,28711.532581980628
915,8790,10764.362140532729
916,35480,37450.27144576803
917,29450,31041.82775797782
918,12600,17615.131455183764
919,152899,80714.99660084027
920,12755,21003.663439478947
921,23977,28815.052793523788
922,9830,3880.939547315943
923,8950,9053.476123686884
924,38950,28248.637158552556
925,89980,36387.82907527316
926,10500,17573.859048627055
927,11760,12485.88602042066
928,84500,93943.93957745652
929,16990,18638.922627102154
930,8940,11135.302234940638
931,6890,6245.545671947983
932,7990,7400.605870574345
933,17285,18641.68600317179
934,8000,11849.669639366515
935,6950,2891.062488589369
936,21780,20436.56799847437
937,21880,32626.003559255678
938,12949,19073.30926769965
939,28950,27377.140641640428
940,9780,11539.894922846608
941,28500,27465.402873304636
942,9770,10651.237456618213
943,11980,13129.91525361627
944,27880,21389.6155798329
945,8650,5885.152203121409
946,30590,38430.87064591576
947,4700,-4042.5108126361283
948,17900,24186.455374298333
949,24550,25555.51023270183
950,12900,10051.69230729326
951,42999,48407.4241099854
952,5500,-540.7038311640076
953,18900,21727.505599988857
954,9690,8884.379766726126
955,27980,22809.47372231999
956,13390,14433.849695313953
957,36800,34236.45974975002
958,7100,6974.617766352605
959,20950,24068.548818498242
960,9999,6750.875542172753
961,7250,4738.733843018816
962,7990,6113.012241568844
963,5790,555.2795310680726
964,6600,5178.466867831619
965,10999,19568.931371619747
966,21440,29437.372189299604
967,10100,14434.236567963702
968,6950,7824.157923664333
969,6290,3325.334327271842
970,12200,10928.790949052558
971,7980,10822.024991017204
972,27900,29999.910829702636
973,22777,2063.8493829590698
974,28980,24473.3592599981
975,9740,9325.534689946751
976,10990,21054.620094203055
977,4999,178.0234101628114
978,3680,-3141.8031126647693
979,10700,9975.986081594347
980,14150,17617.731730494623
981,44899,44585.858547316915
982,56950,54033.1955622872
983,5700,-84.98182031138367
984,32990,27685.643946054708
985,23490,31637.514718528015
986,8220,12681.292226451575
987,30970,23926.64275623106
988,6990,6294.573981720425
989,25940,25230.033761044484
990,4999,4899.0096550577655
991,8000,11420.503385078375
992,26480,36933.52083189127
993,7490,7829.2270264522995
994,2950,944.8682018635195
995,5490,2734.6648740525875
996,7450,4645.667500846409
997,9850,17884.81801757099
998,6900,3620.1411129580847
999,52440,48886.165350841235
1000,19990,16277.84748920467
1001,11189,14433.79442779256
1002,13490,19742.294789392447
1003,9900,14665.999687639054
1004,5600,2326.393866947047
1005,15999,21174.07485174752
1006,23950,26848.998900059687
1007,39660,33542.18652078969
1008,14384,18716.571956030708
1009,18900,25514.519018872015
1010,4890,-3832.0350433641543
1011,8990,6724.809061446016
1012,44890,37149.53517053991
1013,6499,6783.857484826274
1014,19680,18444.43728603916
1015,9639,3725.1843267039994
1016,8680,5441.974833028467
1017,10240,12761.30905970553
1018,29980,27490.934929559837
1019,28990,34890.40812897443
1020,36685,32334.578274524443
1021,12290,15834.280880350852
1022,72990,79649.59429246486
1023,57980,27593.345646700585
1024,6290,4377.515860918596
1025,10699,7044.443731855544
1026,4000,-2433.426387140149
1027,44900,39052.80849607194
1028,13450,13316.621961052311
1029,11000,17680.244903211933
1030,4999,1603.560984162724
1031,4900,9774.234216172632
1032,7350,8460.829471621157
1033,14144,13509.02335662792
1034,23750,18643.896704027502
1035,8470,12080.33815913334
1036,5550,2510.375793477526
1037,8980,3941.2185776209544
1038,5795,1158.918956644918
1039,9780,11960.667419298243
1040,7490,4194.408168796268
1041,10900,3029.6727608538117
1042,3895,-1684.2599810540642
1043,4900,-1375.9276501397562
1044,4100,8341.197662644408
1045,8099,-2909.7207233256386
1046,19996,18716.01928081678
1047,8490,4369.344200128898
1048,13450,17049.24730364349
1049,7999,12797.07462639128
1050,8500,6547.524351459832
1051,6999,6086.556522081232
1052,29890,45124.41025595262
1053,7340,6417.21002622302
1054,9990,19711.841105590393
1055,8449,4359.074384064712
1056,5999,9803.107284017826
1057,6880,2752.86351410847
